sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
51196,"All Websites [EUR]","ALL GROUPS",250,5.960,"Product Type is invalid or not supported"
51197,"All Websites [EUR]","ALL GROUPS",100,7.090,"Product Type is invalid or not supported"
51198,"All Websites [EUR]","ALL GROUPS",100,9.050,"Product Type is invalid or not supported"
51202,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51206,"All Websites [EUR]","ALL GROUPS",100,12.960,"Product Type is invalid or not supported"
51207,"All Websites [EUR]","ALL GROUPS",100,7.660,"Product Type is invalid or not supported"
51208,"All Websites [EUR]","ALL GROUPS",250,5.650,"Product Type is invalid or not supported"
51213,"All Websites [EUR]","ALL GROUPS",100,14.220,"Product Type is invalid or not supported"
51214,"All Websites [EUR]","ALL GROUPS",100,21.190,"Product Type is invalid or not supported"
51240,"All Websites [EUR]","ALL GROUPS",100,11.830,"Product Type is invalid or not supported"
51241,"All Websites [EUR]","ALL GROUPS",500,2.380,"Product Type is invalid or not supported"
51242-BK,"All Websites [EUR]","ALL GROUPS",500,1.430,"Product Type is invalid or not supported"
51251,"All Websites [EUR]","ALL GROUPS",100,14.690,"Product Type is invalid or not supported"
51265-BK,"All Websites [EUR]","ALL GROUPS",250,5.100,"Product Type is invalid or not supported"
51290,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51291,"All Websites [EUR]","ALL GROUPS",100,16.460,"Product Type is invalid or not supported"
51294,"All Websites [EUR]","ALL GROUPS",100,42.700,"Product Type is invalid or not supported"
51295-GY,"All Websites [EUR]","ALL GROUPS",100,8.760,"Product Type is invalid or not supported"
51299,"All Websites [EUR]","ALL GROUPS",100,23.650,"Product Type is invalid or not supported"
51310,"All Websites [EUR]","ALL GROUPS",100,8.550,"Product Type is invalid or not supported"
51311,"All Websites [EUR]","ALL GROUPS",100,7.920,"Product Type is invalid or not supported"
51327,"All Websites [EUR]","ALL GROUPS",100,10.180,"Product Type is invalid or not supported"
51330,"All Websites [EUR]","ALL GROUPS",500,2.560,"Product Type is invalid or not supported"
51338,"All Websites [EUR]","ALL GROUPS",250,6.780,"Product Type is invalid or not supported"
51339,"All Websites [EUR]","ALL GROUPS",100,9.000,"Product Type is invalid or not supported"
51340,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51341,"All Websites [EUR]","ALL GROUPS",250,4.200,"Product Type is invalid or not supported"
51348,"All Websites [EUR]","ALL GROUPS",250,4.500,"Product Type is invalid or not supported"
51350,"All Websites [EUR]","ALL GROUPS",500,1.480,"Product Type is invalid or not supported"
51351,"All Websites [EUR]","ALL GROUPS",500,1.480,"Product Type is invalid or not supported"
51354,"All Websites [EUR]","ALL GROUPS",250,3.590,"Product Type is invalid or not supported"
51356,"All Websites [EUR]","ALL GROUPS",250,3.900,"Product Type is invalid or not supported"
51357,"All Websites [EUR]","ALL GROUPS",250,4.720,"Product Type is invalid or not supported"
51358,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51359,"All Websites [EUR]","ALL GROUPS",100,13.360,"Product Type is invalid or not supported"
51360,"All Websites [EUR]","ALL GROUPS",100,10.230,"Product Type is invalid or not supported"
51361,"All Websites [EUR]","ALL GROUPS",250,6.080,"Product Type is invalid or not supported"
51364,"All Websites [EUR]","ALL GROUPS",250,6.480,"Product Type is invalid or not supported"
51367,"All Websites [EUR]","ALL GROUPS",500,2.880,"Product Type is invalid or not supported"
51369,"All Websites [EUR]","ALL GROUPS",100,16.460,"Product Type is invalid or not supported"
51371,"All Websites [EUR]","ALL GROUPS",500,2.660,"Product Type is invalid or not supported"
51374,"All Websites [EUR]","ALL GROUPS",100,10.280,"Product Type is invalid or not supported"
51376,"All Websites [EUR]","ALL GROUPS",100,24.480,"Product Type is invalid or not supported"
51377,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51377-S,"All Websites [EUR]","ALL GROUPS",250,3.620,"Product Type is invalid or not supported"
51377-SR,"All Websites [EUR]","ALL GROUPS",250,3.620,"Product Type is invalid or not supported"
51378,"All Websites [EUR]","ALL GROUPS",100,10.280,"Product Type is invalid or not supported"
51381,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51391,"All Websites [EUR]","ALL GROUPS",100,10.820,"Product Type is invalid or not supported"
51393,"All Websites [EUR]","ALL GROUPS",100,28.090,"Product Type is invalid or not supported"
51394,"All Websites [EUR]","ALL GROUPS",100,19.530,"Product Type is invalid or not supported"
51402-WE,"All Websites [EUR]","ALL GROUPS",1000,1.020,"Product Type is invalid or not supported"
51405,"All Websites [EUR]","ALL GROUPS",100,8.180,"Product Type is invalid or not supported"
51410,"All Websites [EUR]","ALL GROUPS",500,3.080,"Product Type is invalid or not supported"
51412,"All Websites [EUR]","ALL GROUPS",100,12.190,"Product Type is invalid or not supported"
51413,"All Websites [EUR]","ALL GROUPS",250,5.650,"Product Type is invalid or not supported"
51414,"All Websites [EUR]","ALL GROUPS",250,6.780,"Product Type is invalid or not supported"
51415,"All Websites [EUR]","ALL GROUPS",250,4.320,"Product Type is invalid or not supported"
51416,"All Websites [EUR]","ALL GROUPS",100,8.550,"Product Type is invalid or not supported"
51417,"All Websites [EUR]","ALL GROUPS",100,15.420,"Product Type is invalid or not supported"
51418,"All Websites [EUR]","ALL GROUPS",500,1.460,"Product Type is invalid or not supported"
51419,"All Websites [EUR]","ALL GROUPS",500,1.460,"Product Type is invalid or not supported"
51423,"All Websites [EUR]","ALL GROUPS",100,10.950,"Product Type is invalid or not supported"
51424,"All Websites [EUR]","ALL GROUPS",100,51.290,"Product Type is invalid or not supported"
51427,"All Websites [EUR]","ALL GROUPS",250,5.960,"Product Type is invalid or not supported"
51428,"All Websites [EUR]","ALL GROUPS",100,11.620,"Product Type is invalid or not supported"
51430,"All Websites [EUR]","ALL GROUPS",500,2.430,"Product Type is invalid or not supported"
51433,"All Websites [EUR]","ALL GROUPS",250,4.860,"Product Type is invalid or not supported"
51437,"All Websites [EUR]","ALL GROUPS",250,6.460,"Product Type is invalid or not supported"
51438,"All Websites [EUR]","ALL GROUPS",250,5.100,"Product Type is invalid or not supported"
51440-BE,"All Websites [EUR]","ALL GROUPS",5000,490,"Product Type is invalid or not supported"
51440-WE,"All Websites [EUR]","ALL GROUPS",5000,490,"Product Type is invalid or not supported"
51441-BK,"All Websites [EUR]","ALL GROUPS",1000,790,"Product Type is invalid or not supported"
51441-RD,"All Websites [EUR]","ALL GROUPS",1000,790,"Product Type is invalid or not supported"
51441-WE,"All Websites [EUR]","ALL GROUPS",1000,790,"Product Type is invalid or not supported"
51443,"All Websites [EUR]","ALL GROUPS",500,2.560,"Product Type is invalid or not supported"
51444,"All Websites [EUR]","ALL GROUPS",500,2.430,"Product Type is invalid or not supported"
51445,"All Websites [EUR]","ALL GROUPS",100,21.590,"Product Type is invalid or not supported"
51454,"All Websites [EUR]","ALL GROUPS",100,12.190,"Product Type is invalid or not supported"
51455,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51457,"All Websites [EUR]","ALL GROUPS",100,32.400,"Product Type is invalid or not supported"
51458-BE,"All Websites [EUR]","ALL GROUPS",1000,860,"Product Type is invalid or not supported"
51458-GY,"All Websites [EUR]","ALL GROUPS",1000,860,"Product Type is invalid or not supported"
51458-RD,"All Websites [EUR]","ALL GROUPS",1000,860,"Product Type is invalid or not supported"
51460-BE,"All Websites [EUR]","ALL GROUPS",5000,320,"Product Type is invalid or not supported"
51460-BK,"All Websites [EUR]","ALL GROUPS",5000,320,"Product Type is invalid or not supported"
51460-WE,"All Websites [EUR]","ALL GROUPS",5000,320,"Product Type is invalid or not supported"
51462,"All Websites [EUR]","ALL GROUPS",100,25.700,"Product Type is invalid or not supported"
51467,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51467-BK,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51469,"All Websites [EUR]","ALL GROUPS",250,5.100,"Product Type is invalid or not supported"
51472,"All Websites [EUR]","ALL GROUPS",100,10.280,"Product Type is invalid or not supported"
51473,"All Websites [EUR]","ALL GROUPS",250,5.500,"Product Type is invalid or not supported"
51474,"All Websites [EUR]","ALL GROUPS",250,3.900,"Product Type is invalid or not supported"
51475,"All Websites [EUR]","ALL GROUPS",250,4.320,"Product Type is invalid or not supported"
51476,"All Websites [EUR]","ALL GROUPS",250,6.850,"Product Type is invalid or not supported"
51477,"All Websites [EUR]","ALL GROUPS",250,4.720,"Product Type is invalid or not supported"
51478,"All Websites [EUR]","ALL GROUPS",500,2.660,"Product Type is invalid or not supported"
51480,"All Websites [EUR]","ALL GROUPS",100,10.280,"Product Type is invalid or not supported"
51481,"All Websites [EUR]","ALL GROUPS",100,16.420,"Product Type is invalid or not supported"
51482,"All Websites [EUR]","ALL GROUPS",250,4.520,"Product Type is invalid or not supported"
51487,"All Websites [EUR]","ALL GROUPS",250,4.200,"Product Type is invalid or not supported"
51493,"All Websites [EUR]","ALL GROUPS",1000,1.260,"Product Type is invalid or not supported"
51494,"All Websites [EUR]","ALL GROUPS",250,4.720,"Product Type is invalid or not supported"
51495,"All Websites [EUR]","ALL GROUPS",250,3.800,"Product Type is invalid or not supported"
51496,"All Websites [EUR]","ALL GROUPS",250,5.500,"Product Type is invalid or not supported"
51497,"All Websites [EUR]","ALL GROUPS",100,14.550,"Product Type is invalid or not supported"
51498,"All Websites [EUR]","ALL GROUPS",100,7.530,"Product Type is invalid or not supported"
51499,"All Websites [EUR]","ALL GROUPS",100,7.920,"Product Type is invalid or not supported"
51501,"All Websites [EUR]","ALL GROUPS",100,24.480,"Product Type is invalid or not supported"
51502,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51503,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51504,"All Websites [EUR]","ALL GROUPS",100,8.530,"Product Type is invalid or not supported"
51505,"All Websites [EUR]","ALL GROUPS",100,12.190,"Product Type is invalid or not supported"
51508,"All Websites [EUR]","ALL GROUPS",100,10.950,"Product Type is invalid or not supported"
51509,"All Websites [EUR]","ALL GROUPS",100,16.460,"Product Type is invalid or not supported"
51510,"All Websites [EUR]","ALL GROUPS",100,56.580,"Product Type is invalid or not supported"
51511-BK,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51511-SR,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51512,"All Websites [EUR]","ALL GROUPS",100,14.390,"Product Type is invalid or not supported"
51514,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51517-BE,"All Websites [EUR]","ALL GROUPS",500,3.220,"Product Type is invalid or not supported"
51517-LRD,"All Websites [EUR]","ALL GROUPS",500,3.220,"Product Type is invalid or not supported"
51518-BK,"All Websites [EUR]","ALL GROUPS",1000,960,"Product Type is invalid or not supported"
51518-LRD,"All Websites [EUR]","ALL GROUPS",1000,960,"Product Type is invalid or not supported"
51518-SR,"All Websites [EUR]","ALL GROUPS",1000,960,"Product Type is invalid or not supported"
51518-WE,"All Websites [EUR]","ALL GROUPS",1000,960,"Product Type is invalid or not supported"
51519,"All Websites [EUR]","ALL GROUPS",250,6.080,"Product Type is invalid or not supported"
51520,"All Websites [EUR]","ALL GROUPS",100,8.220,"Product Type is invalid or not supported"
51521,"All Websites [EUR]","ALL GROUPS",250,3.900,"Product Type is invalid or not supported"
51522,"All Websites [EUR]","ALL GROUPS",250,6.430,"Product Type is invalid or not supported"
51523,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51524,"All Websites [EUR]","ALL GROUPS",100,12.730,"Product Type is invalid or not supported"
51528,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51530,"All Websites [EUR]","ALL GROUPS",100,9.100,"Product Type is invalid or not supported"
51531,"All Websites [EUR]","ALL GROUPS",100,13.360,"Product Type is invalid or not supported"
51533,"All Websites [EUR]","ALL GROUPS",250,3.800,"Product Type is invalid or not supported"
51534,"All Websites [EUR]","ALL GROUPS",500,2.760,"Product Type is invalid or not supported"
51535,"All Websites [EUR]","ALL GROUPS",250,6.080,"Product Type is invalid or not supported"
51538,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51540-BK,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51540-WE,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51541-BK,"All Websites [EUR]","ALL GROUPS",1000,790,"Product Type is invalid or not supported"
51541-WE,"All Websites [EUR]","ALL GROUPS",1000,790,"Product Type is invalid or not supported"
51546,"All Websites [EUR]","ALL GROUPS",100,41.100,"Product Type is invalid or not supported"
51549,"All Websites [EUR]","ALL GROUPS",100,9.980,"Product Type is invalid or not supported"
51550,"All Websites [EUR]","ALL GROUPS",250,6.430,"Product Type is invalid or not supported"
51551,"All Websites [EUR]","ALL GROUPS",100,10.950,"Product Type is invalid or not supported"
51552,"All Websites [EUR]","ALL GROUPS",100,28.020,"Product Type is invalid or not supported"
51554,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51555,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51556,"All Websites [EUR]","ALL GROUPS",250,4.720,"Product Type is invalid or not supported"
51557,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51558,"All Websites [EUR]","ALL GROUPS",500,3.080,"Product Type is invalid or not supported"
51559,"All Websites [EUR]","ALL GROUPS",100,48.860,"Product Type is invalid or not supported"
51560,"All Websites [EUR]","ALL GROUPS",100,11.620,"Product Type is invalid or not supported"
51562-GD,"All Websites [EUR]","ALL GROUPS",500,1.700,"Product Type is invalid or not supported"
51562-SR,"All Websites [EUR]","ALL GROUPS",500,1.700,"Product Type is invalid or not supported"
51563,"All Websites [EUR]","ALL GROUPS",100,13.580,"Product Type is invalid or not supported"
51566,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51567,"All Websites [EUR]","ALL GROUPS",100,10.950,"Product Type is invalid or not supported"
51568,"All Websites [EUR]","ALL GROUPS",100,15.420,"Product Type is invalid or not supported"
51569,"All Websites [EUR]","ALL GROUPS",100,9.250,"Product Type is invalid or not supported"
51570,"All Websites [EUR]","ALL GROUPS",100,10.430,"Product Type is invalid or not supported"
51571,"All Websites [EUR]","ALL GROUPS",100,11.750,"Product Type is invalid or not supported"
51572,"All Websites [EUR]","ALL GROUPS",100,11.750,"Product Type is invalid or not supported"
51574,"All Websites [EUR]","ALL GROUPS",500,2.150,"Product Type is invalid or not supported"
51576-GY,"All Websites [EUR]","ALL GROUPS",100,11.280,"Product Type is invalid or not supported"
51576-RD,"All Websites [EUR]","ALL GROUPS",100,11.280,"Product Type is invalid or not supported"
51577,"All Websites [EUR]","ALL GROUPS",250,4.520,"Product Type is invalid or not supported"
51578,"All Websites [EUR]","ALL GROUPS",100,7.390,"Product Type is invalid or not supported"
51579,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51580,"All Websites [EUR]","ALL GROUPS",100,32.830,"Product Type is invalid or not supported"
51581,"All Websites [EUR]","ALL GROUPS",100,28.330,"Product Type is invalid or not supported"
51582-LGY,"All Websites [EUR]","ALL GROUPS",1000,1.020,"Product Type is invalid or not supported"
51583-LGY,"All Websites [EUR]","ALL GROUPS",500,3.490,"Product Type is invalid or not supported"
51584-LGY,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51585-LGY,"All Websites [EUR]","ALL GROUPS",250,6.080,"Product Type is invalid or not supported"
51586-LGY,"All Websites [EUR]","ALL GROUPS",500,1.590,"Product Type is invalid or not supported"
51587-LGY,"All Websites [EUR]","ALL GROUPS",500,2.260,"Product Type is invalid or not supported"
51592,"All Websites [EUR]","ALL GROUPS",500,2.920,"Product Type is invalid or not supported"
51593,"All Websites [EUR]","ALL GROUPS",500,2.920,"Product Type is invalid or not supported"
51594,"All Websites [EUR]","ALL GROUPS",500,2.260,"Product Type is invalid or not supported"
51595,"All Websites [EUR]","ALL GROUPS",500,2.260,"Product Type is invalid or not supported"
51596,"All Websites [EUR]","ALL GROUPS",250,4.520,"Product Type is invalid or not supported"
51601,"All Websites [EUR]","ALL GROUPS",100,30.860,"Product Type is invalid or not supported"
51602,"All Websites [EUR]","ALL GROUPS",100,24.480,"Product Type is invalid or not supported"
51603,"All Websites [EUR]","ALL GROUPS",100,36.650,"Product Type is invalid or not supported"
51604,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51606-BK,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51606-SBE,"All Websites [EUR]","ALL GROUPS",500,2.930,"Product Type is invalid or not supported"
51608-BK,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51608-SBE,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51608-SBK,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51610-BK,"All Websites [EUR]","ALL GROUPS",500,2.630,"Product Type is invalid or not supported"
51610-OE,"All Websites [EUR]","ALL GROUPS",500,2.630,"Product Type is invalid or not supported"
51610-SBK,"All Websites [EUR]","ALL GROUPS",500,2.630,"Product Type is invalid or not supported"
51612,"All Websites [EUR]","ALL GROUPS",100,7.830,"Product Type is invalid or not supported"
51613,"All Websites [EUR]","ALL GROUPS",100,8.620,"Product Type is invalid or not supported"
51614,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51615-BK,"All Websites [EUR]","ALL GROUPS",1000,750,"Product Type is invalid or not supported"
51615-RD,"All Websites [EUR]","ALL GROUPS",1000,750,"Product Type is invalid or not supported"
51615-WE,"All Websites [EUR]","ALL GROUPS",1000,750,"Product Type is invalid or not supported"
51618-BE,"All Websites [EUR]","ALL GROUPS",2500,520,"Product Type is invalid or not supported"
51618-BK,"All Websites [EUR]","ALL GROUPS",2500,520,"Product Type is invalid or not supported"
51618-RD,"All Websites [EUR]","ALL GROUPS",2500,520,"Product Type is invalid or not supported"
51618-WE,"All Websites [EUR]","ALL GROUPS",2500,520,"Product Type is invalid or not supported"
51619,"All Websites [EUR]","ALL GROUPS",100,16.460,"Product Type is invalid or not supported"
51620,"All Websites [EUR]","ALL GROUPS",100,10.280,"Product Type is invalid or not supported"
51621,"All Websites [EUR]","ALL GROUPS",100,12.330,"Product Type is invalid or not supported"
51623,"All Websites [EUR]","ALL GROUPS",500,2.660,"Product Type is invalid or not supported"
51625,"All Websites [EUR]","ALL GROUPS",100,14.690,"Product Type is invalid or not supported"
51626,"All Websites [EUR]","ALL GROUPS",100,12.730,"Product Type is invalid or not supported"
51627,"All Websites [EUR]","ALL GROUPS",250,6.160,"Product Type is invalid or not supported"
51629-BK,"All Websites [EUR]","ALL GROUPS",1000,1.080,"Product Type is invalid or not supported"
51629-SR,"All Websites [EUR]","ALL GROUPS",1000,1.080,"Product Type is invalid or not supported"
51629-WE,"All Websites [EUR]","ALL GROUPS",1000,1.080,"Product Type is invalid or not supported"
51630,"All Websites [EUR]","ALL GROUPS",100,11.620,"Product Type is invalid or not supported"
51631,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51633,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51634,"All Websites [EUR]","ALL GROUPS",250,5.650,"Product Type is invalid or not supported"
51635,"All Websites [EUR]","ALL GROUPS",100,19.130,"Product Type is invalid or not supported"
51636,"All Websites [EUR]","ALL GROUPS",100,31.990,"Product Type is invalid or not supported"
51637,"All Websites [EUR]","ALL GROUPS",100,22.630,"Product Type is invalid or not supported"
51638-S,"All Websites [EUR]","ALL GROUPS",100,20.360,"Product Type is invalid or not supported"
51639,"All Websites [EUR]","ALL GROUPS",100,36.520,"Product Type is invalid or not supported"
51640,"All Websites [EUR]","ALL GROUPS",100,48.860,"Product Type is invalid or not supported"
51641,"All Websites [EUR]","ALL GROUPS",500,1.830,"Product Type is invalid or not supported"
51642,"All Websites [EUR]","ALL GROUPS",250,5.120,"Product Type is invalid or not supported"
51643,"All Websites [EUR]","ALL GROUPS",250,5.130,"Product Type is invalid or not supported"
51644,"All Websites [EUR]","ALL GROUPS",500,2.430,"Product Type is invalid or not supported"
51645,"All Websites [EUR]","ALL GROUPS",100,11.480,"Product Type is invalid or not supported"
51647,"All Websites [EUR]","ALL GROUPS",100,12.190,"Product Type is invalid or not supported"
51648,"All Websites [EUR]","ALL GROUPS",250,4.000,"Product Type is invalid or not supported"
51649,"All Websites [EUR]","ALL GROUPS",100,31.750,"Product Type is invalid or not supported"
51650-BK,"All Websites [EUR]","ALL GROUPS",2500,620,"Product Type is invalid or not supported"
51650-SR,"All Websites [EUR]","ALL GROUPS",2500,620,"Product Type is invalid or not supported"
51651,"All Websites [EUR]","ALL GROUPS",100,8.750,"Product Type is invalid or not supported"
51652,"All Websites [EUR]","ALL GROUPS",100,9.150,"Product Type is invalid or not supported"
51653,"All Websites [EUR]","ALL GROUPS",100,13.060,"Product Type is invalid or not supported"
51654,"All Websites [EUR]","ALL GROUPS",500,3.430,"Product Type is invalid or not supported"
51655,"All Websites [EUR]","ALL GROUPS",500,3.430,"Product Type is invalid or not supported"
51657,"All Websites [EUR]","ALL GROUPS",250,5.350,"Product Type is invalid or not supported"
51658,"All Websites [EUR]","ALL GROUPS",250,6.160,"Product Type is invalid or not supported"
51659,"All Websites [EUR]","ALL GROUPS",100,24.480,"Product Type is invalid or not supported"
51660,"All Websites [EUR]","ALL GROUPS",250,3.650,"Product Type is invalid or not supported"
51661,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51663,"All Websites [EUR]","ALL GROUPS",250,6.660,"Product Type is invalid or not supported"
51665-WE,"All Websites [EUR]","ALL GROUPS",500,1.490,"Product Type is invalid or not supported"
51666-BK,"All Websites [EUR]","ALL GROUPS",100,14.690,"Product Type is invalid or not supported"
51666-WE,"All Websites [EUR]","ALL GROUPS",100,14.690,"Product Type is invalid or not supported"
51667,"All Websites [EUR]","ALL GROUPS",100,29.300,"Product Type is invalid or not supported"
51668,"All Websites [EUR]","ALL GROUPS",100,8.180,"Product Type is invalid or not supported"
51669,"All Websites [EUR]","ALL GROUPS",250,3.900,"Product Type is invalid or not supported"
51671,"All Websites [EUR]","ALL GROUPS",100,17.080,"Product Type is invalid or not supported"
51672,"All Websites [EUR]","ALL GROUPS",100,12.190,"Product Type is invalid or not supported"
51673,"All Websites [EUR]","ALL GROUPS",250,4.520,"Product Type is invalid or not supported"
51674,"All Websites [EUR]","ALL GROUPS",100,11.260,"Product Type is invalid or not supported"
51676,"All Websites [EUR]","ALL GROUPS",500,3.060,"Product Type is invalid or not supported"
51677-BE,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51677-BK,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51677-RD,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51677-SR,"All Websites [EUR]","ALL GROUPS",1000,900,"Product Type is invalid or not supported"
51679,"All Websites [EUR]","ALL GROUPS",100,18.300,"Product Type is invalid or not supported"
51681-BK,"All Websites [EUR]","ALL GROUPS",100,26.150,"Product Type is invalid or not supported"
51681-S,"All Websites [EUR]","ALL GROUPS",100,26.150,"Product Type is invalid or not supported"
51683,"All Websites [EUR]","ALL GROUPS",100,11.830,"Product Type is invalid or not supported"
51684,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51685,"All Websites [EUR]","ALL GROUPS",100,47.030,"Product Type is invalid or not supported"
51688-WEBE,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WEBK,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WELGN,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WEMG,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WERD,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WEWE,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51688-WEYW,"All Websites [EUR]","ALL GROUPS",5000,280,"Product Type is invalid or not supported"
51689-BK,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51689-S,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51689-WE,"All Websites [EUR]","ALL GROUPS",250,4.100,"Product Type is invalid or not supported"
51690-BK,"All Websites [EUR]","ALL GROUPS",1000,1.220,"Product Type is invalid or not supported"
51690-WE,"All Websites [EUR]","ALL GROUPS",1000,1.220,"Product Type is invalid or not supported"
51693-BK,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51693-WE,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51694-BK,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51694-BKR,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51694-WE,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51694-WER,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51695-BK,"All Websites [EUR]","ALL GROUPS",250,5.860,"Product Type is invalid or not supported"
51695-WE,"All Websites [EUR]","ALL GROUPS",250,5.860,"Product Type is invalid or not supported"
51713-BK,"All Websites [EUR]","ALL GROUPS",1000,1.200,"Product Type is invalid or not supported"
51713-SR,"All Websites [EUR]","ALL GROUPS",1000,1.200,"Product Type is invalid or not supported"
51714,"All Websites [EUR]","ALL GROUPS",100,14.690,"Product Type is invalid or not supported"
51715,"All Websites [EUR]","ALL GROUPS",100,11.750,"Product Type is invalid or not supported"
51716,"All Websites [EUR]","ALL GROUPS",100,7.830,"Product Type is invalid or not supported"
51717,"All Websites [EUR]","ALL GROUPS",1000,1.120,"Product Type is invalid or not supported"
51718,"All Websites [EUR]","ALL GROUPS",250,5.650,"Product Type is invalid or not supported"
51719,"All Websites [EUR]","ALL GROUPS",250,5.880,"Product Type is invalid or not supported"
51720,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51721-BKR,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51721-WE,"All Websites [EUR]","ALL GROUPS",1000,1.330,"Product Type is invalid or not supported"
51721-WER,"All Websites [EUR]","ALL GROUPS",500,2.050,"Product Type is invalid or not supported"
51722,"All Websites [EUR]","ALL GROUPS",100,9.790,"Product Type is invalid or not supported"
51723,"All Websites [EUR]","ALL GROUPS",500,2.350,"Product Type is invalid or not supported"
51724,"All Websites [EUR]","ALL GROUPS",250,4.890,"Product Type is invalid or not supported"
51725,"All Websites [EUR]","ALL GROUPS",250,6.080,"Product Type is invalid or not supported"
51726,"All Websites [EUR]","ALL GROUPS",100,7.920,"Product Type is invalid or not supported"
51727,"All Websites [EUR]","ALL GROUPS",100,7.190,"Product Type is invalid or not supported"
51728,"All Websites [EUR]","ALL GROUPS",100,11.300,"Product Type is invalid or not supported"
51729,"All Websites [EUR]","ALL GROUPS",250,4.300,"Product Type is invalid or not supported"
51730,"All Websites [EUR]","ALL GROUPS",100,9.760,"Product Type is invalid or not supported"
